Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Pathway,Gene Ontology (biological process),Gene Ontology (molecular function),PDB,Pfam
P23484,reviewed,FECI_ECOLI,Ferric citrate uptake sigma factor FecI,fecI b4293 JW4253,Escherichia coli (strain K12),173,,DNA-templated transcription initiation [GO:0006352]; intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]; regulation of DNA-templated transcription [GO:0006355]; regulation of DNA-templated transcription initiation [GO:2000142],bacterial-type RNA polymerase core enzyme binding [GO:0001000]; core promoter sequence-specific DNA binding [GO:0001046]; sigma factor activity [GO:0016987],,PF04542;PF08281;
P23522,reviewed,GARL_ECOLI,5-keto-4-deoxy-D-glucarate aldolase (KDGluc aldolase) (KDGlucA) (EC 4.1.2.20) (2-dehydro-3-deoxy-D-glucarate aldolase) (2-keto-3-deoxy-D-glucarate aldolase) (5-dehydro-4-deoxy-D-glucarate aldolase) (Alpha-keto-beta-deoxy-D-glucarate aldolase),garL yhaF b3126 JW3095,Escherichia coli (strain K12),256,PATHWAY: Carbohydrate acid metabolism; galactarate degradation; D-glycerate from galactarate: step 2/3. {ECO:0000269|PubMed:9772162}.,D-glucarate catabolic process [GO:0042838]; galactarate catabolic process [GO:0046392]; glucarate catabolic process [GO:0019394],2-dehydro-3-deoxy-D-gluconate aldolase activity [GO:0061677]; 2-dehydro-3-deoxyglucarate aldolase activity [GO:0008672]; aldehyde-lyase activity [GO:0016832]; carbon-carbon lyase activity [GO:0016830]; magnesium ion binding [GO:0000287],1DXE;1DXF;,PF03328;
P23538,reviewed,PPSA_ECOLI,"Phosphoenolpyruvate synthase (PEP synthase) (EC 2.7.9.2) (Pyruvate, water dikinase)",ppsA pps b1702 JW1692,Escherichia coli (strain K12),792,PATHWAY: Carbohydrate biosynthesis; gluconeogenesis.,gluconeogenesis [GO:0006094],"ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; pyruvate, water dikinase activity [GO:0008986]",,PF00391;PF02896;PF01326;
P23721,reviewed,SERC_ECOLI,Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT),serC pdxC pdxF b0907 JW0890,Escherichia coli (strain K12),362,PATHWAY: Amino-acid biosynthesis; L-serine biosynthesis; L-serine from 3-phospho-D-glycerate: step 2/3. {ECO:0000269|PubMed:2121717}.; PATHWAY: Cofactor biosynthesis; pyridoxine 5'-phosphate biosynthesis; pyridoxine 5'-phosphate from D-erythrose 4-phosphate: step 3/5. {ECO:0000269|PubMed:2121717}.,L-serine biosynthetic process [GO:0006564]; L-serine metabolic process [GO:0006563]; lysine biosynthetic process via diaminopimelate and N-succinyl-2-amino-6-ketopimelate [GO:0033359]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615],O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170],1BJN;1BJO;,PF00266;
P23827,reviewed,ECOT_ECOLI,Ecotin,eco eti b2209 JW2197,Escherichia coli (strain K12),162,,defense response [GO:0006952],protein homodimerization activity [GO:0042803]; serine-type endopeptidase inhibitor activity [GO:0004867],1AZZ;1ECY;1ECZ;1EZS;1EZU;1FI8;1ID5;1IFG;1N8O;1P0S;1SLU;1SLV;1SLW;1SLX;1XX9;1XXD;1XXF;4IW4;4NIY;7CBK;7PQN;7PQO;,PF03974;
P23830,reviewed,PSS_ECOLI,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA (EC 2.7.8.8) (Phosphatidylserine synthase),pssA pss b2585 JW2569,Escherichia coli (strain K12),451,PATHWAY: Phospholipid metabolism; phosphatidylethanolamine biosynthesis; phosphatidylethanolamine from CDP-diacylglycerol: step 1/2. {ECO:0000269|PubMed:39693441}.,cardiolipin biosynthetic process [GO:0032049]; phospholipid biosynthetic process [GO:0008654],CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity [GO:0008444]; CDP-diacylglycerol-serine O-phosphatidyltransferase activity [GO:0003882]; phospholipid binding [GO:0005543],8YR5;8YR6;,PF00614;PF13091;
P23836,reviewed,PHOP_ECOLI,Transcriptional regulatory protein PhoP,phoP b1130 JW1116,Escherichia coli (strain K12),223,,positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription [GO:0006355],DNA-binding transcription activator activity [GO:0001216]; identical protein binding [GO:0042802]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976],2PKX;2PL1;,PF00072;PF00486;
P23837,reviewed,PHOQ_ECOLI,Sensor protein PhoQ (EC 2.7.13.3) (EC 3.1.3.-) (Sensor histidine protein kinase/phosphatase PhoQ),phoQ b1129 JW1115,Escherichia coli (strain K12),486,,cellular response to magnesium starvation [GO:0010350]; osmosensory signaling via phosphorelay pathway [GO:0007234]; phosphorelay signal transduction system [GO:0000160]; signal transduction [GO:0007165],ATP binding [GO:0005524]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155],1ID0;3BQ8;3BQA;6A8U;6A8V;,PF02518;PF08918;
P23843,reviewed,OPPA_ECOLI,Periplasmic oligopeptide-binding protein OppA (Polyamine-induced protein) (PI protein),oppA b1243 JW1235,Escherichia coli (strain K12),543,,chaperone-mediated protein folding [GO:0061077]; oligopeptide import across plasma membrane [GO:0140205]; oligopeptide transport [GO:0006857]; peptide transport [GO:0015833]; protein transport [GO:0015031]; response to heat [GO:0009408],oligopeptide binding [GO:1900750]; peptide transmembrane transporter activity [GO:1904680],3TCF;3TCG;3TCH;,PF00496;
P23845,reviewed,CYSN_ECOLI,Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) (ATP-sulfurylase large subunit) (Sulfate adenylate transferase) (SAT),cysN b2751 JW2721,Escherichia coli (strain K12),475,"PATHWAY: Sulfur metabolism; hydrogen sulfide biosynthesis; sulfite from sulfate: step 1/3. {ECO:0000255|HAMAP-Rule:MF_00062, ECO:0000269|PubMed:2828368, ECO:0000269|PubMed:8003495}.",hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]; sulfur compound metabolic process [GO:0006790],ATP binding [GO:0005524]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; sulfate adenylyltransferase (ATP) activity [GO:0004781],,PF22594;PF00009;
P23847,reviewed,DPPA_ECOLI,Dipeptide-binding protein (DBP) (Periplasmic dipeptide transport protein),dppA b3544 JW3513,Escherichia coli (strain K12),535,,chaperone-mediated protein folding [GO:0061077]; dipeptide transport [GO:0042938]; heme transmembrane transport [GO:0035351]; heme transport [GO:0015886]; positive chemotaxis [GO:0050918]; protein transport [GO:0015031],dipeptide transmembrane transporter activity [GO:0071916]; heme binding [GO:0020037]; peptide binding [GO:0042277]; peptide transmembrane transporter activity [GO:1904680],1DPE;1DPP;8Z1Y;,PF00496;
P23857,reviewed,PSPE_ECOLI,Thiosulfate sulfurtransferase PspE (TST) (EC 2.8.1.1) (Phage shock protein E),pspE b1308 JW1301,Escherichia coli (strain K12),104,,,thiosulfate-cyanide sulfurtransferase activity [GO:0004792],2JTQ;2JTR;2JTS;,PF00581;
P23862,reviewed,PRIC_ECOLI,Replication restart protein PriC (Primosomal replication protein n''),priC b0467 JW0456,Escherichia coli (strain K12),175,,"DNA replication initiation [GO:0006270]; DNA replication, synthesis of primer [GO:0006269]; DNA-templated DNA replication [GO:0006261]; replication fork processing [GO:0031297]",DNA binding [GO:0003677],2RT6;,PF07445;
P23865,reviewed,PRC_ECOLI,Tail-specific protease (EC 3.4.21.102) (C-terminal-processing peptidase) (PRC protein) (Protease Re),prc tsp b1830 JW1819,Escherichia coli (strain K12),682,,protein catabolic process [GO:0030163]; proteolysis [GO:0006508]; response to antibiotic [GO:0046677]; signal transduction [GO:0007165]; symbiont-mediated evasion of recognition by host complement [GO:0141178],endopeptidase activity [GO:0004175]; serine-type endopeptidase activity [GO:0004252],5WQL;6IQQ;6IQR;6IQS;6IQU;8XUD;,PF11818;PF00595;PF03572;PF17804;
P23872,reviewed,AES_ECOLI,Acetyl esterase (EC 3.1.1.-) (EcE),aes ybaC b0476 JW0465,Escherichia coli (strain K12),319,,,acetylesterase activity [GO:0008126]; hydrolase activity [GO:0016787]; protein homodimerization activity [GO:0042803]; short-chain carboxylesterase activity [GO:0034338],4KRX;4KRY;,PF07859;
P23873,reviewed,HIPB_ECOLI,Antitoxin HipB,hipB b1508 JW1501,Escherichia coli (strain K12),88,,DNA-templated transcription [GO:0006351]; negative regulation of DNA-templated transcription [GO:0045892]; regulation of DNA-templated transcription [GO:0006355]; regulation of growth [GO:0040008],core promoter sequence-specific DNA binding [GO:0001046]; DNA-binding transcription repressor activity [GO:0001217]; protein homodimerization activity [GO:0042803]; sequence-specific DNA binding [GO:0043565]; transcription cis-regulatory region binding [GO:0000976],2WIU;3DNV;3HZI;4YG1;4YG4;4YG7;4Z58;4Z59;4Z5C;4Z5D;4Z5H;5K98;,PF01381;
P23874,reviewed,HIPA_ECOLI,Serine/threonine-protein kinase toxin HipA (Ser/Thr-protein kinase HipA) (EC 2.7.11.1) (Toxin HipA),hipA b1507 JW1500,Escherichia coli (strain K12),440,,dormancy process [GO:0022611]; regulation of DNA-templated transcription [GO:0006355]; regulation of growth [GO:0040008]; response to antibiotic [GO:0046677]; single-species biofilm formation [GO:0044010],ATP binding [GO:0005524]; DNA-binding transcription repressor activity [GO:0001217]; magnesium ion binding [GO:0000287]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; sequence-specific DNA binding [GO:0043565]; transcription cis-regulatory region binding [GO:0000976],2WIU;3DNT;3DNU;3DNV;3FBR;3HZI;3TPB;3TPD;3TPE;3TPT;3TPV;4YG7;5K98;,PF13657;PF07804;
P23882,reviewed,FMT_ECOLI,Methionyl-tRNA formyltransferase (EC 2.1.2.9) (Met-tRNA(fMet) formyltransferase),fmt yhdD b3288 JW3249,Escherichia coli (strain K12),315,,charged-tRNA amino acid modification [GO:0019988]; conversion of methionyl-tRNA to N-formyl-methionyl-tRNA [GO:0071951],methionyl-tRNA formyltransferase activity [GO:0004479],1FMT;2FMT;,PF02911;PF00551;
P23883,reviewed,PUUC_ECOLI,NADP/NAD-dependent aldehyde dehydrogenase PuuC (ALDH) (EC 1.2.1.5) (3-hydroxypropionaldehyde dehydrogenase) (Gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase) (Gamma-Glu-gamma-aminobutyraldehyde dehydrogenase),puuC aldH b1300 JW1293,Escherichia coli (strain K12),495,PATHWAY: Amine and polyamine degradation; putrescine degradation; 4-aminobutanoate from putrescine: step 3/4. {ECO:0000305|PubMed:15590624}.,putrescine catabolic process [GO:0009447],aldehyde dehydrogenase (NAD+) activity [GO:0004029]; aldehyde dehydrogenase (NADP+) activity [GO:0033721]; aldehyde dehydrogenase [NAD(P)+] activity [GO:0004030],,PF00171;
P23886,reviewed,CYDC_ECOLI,Glutathione/L-cysteine transport system ATP-binding/permease protein CydC (EC 7.4.2.-),cydC mdrA mdrH surB b0886 JW0869,Escherichia coli (strain K12),573,,cell redox homeostasis [GO:0045454]; cysteine export across plasma membrane [GO:0033228]; cytochrome biosynthetic process [GO:1903605]; glutathione transmembrane transport [GO:0034775]; heme transmembrane transport [GO:0035351],ABC-type heme transporter activity [GO:0015439]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626],7ZD5;7ZDA;7ZDB;7ZDC;7ZDE;7ZDF;7ZDG;7ZDK;7ZDL;7ZDR;7ZDS;7ZDT;7ZDU;7ZDV;7ZDW;7ZE5;7ZEC;8IPS;8IPT;,PF00664;PF00005;
P23890,reviewed,CADC_ECOLI,Transcriptional activator CadC (Membrane-integrated pH sensor CadC),cadC b4133 JW4094,Escherichia coli (strain K12),512,,positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription [GO:0006355],phosphorelay response regulator activity [GO:0000156]; protein homodimerization activity [GO:0042803]; transcription cis-regulatory region binding [GO:0000976],3LY7;3LY8;3LY9;3LYA;5JU7;,PF18500;PF00486;
P23893,reviewed,GSA_ECOLI,"Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)",hemL gsa popC b0154 JW0150,Escherichia coli (strain K12),426,PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; 5-aminolevulinate from L-glutamyl-tRNA(Glu): step 2/2.,protoporphyrinogen IX biosynthetic process [GO:0006782],"glutamate-1-semialdehyde 2,1-aminomutase activity [GO:0042286]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]",,PF00202;
P23894,reviewed,HTPX_ECOLI,Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX),htpX b1829 JW1818,Escherichia coli (strain K12),293,,proteolysis [GO:0006508]; response to temperature stimulus [GO:0009266],metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270],,PF01435;
P23895,reviewed,EMRE_ECOLI,Multidrug transporter EmrE (Efflux-multidrug resistance protein EmrE) (Ethidium resistance protein) (Methyl viologen resistance protein C),emrE eb mvrC b0543 JW0531,Escherichia coli (strain K12),110,,cellular response to xenobiotic stimulus [GO:0071466]; choline transport [GO:0015871]; DNA damage response [GO:0006974]; glycine betaine transport [GO:0031460]; response to osmotic stress [GO:0006970]; response to xenobiotic stimulus [GO:0009410]; transmembrane transport [GO:0055085]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]; xenobiotic metabolic process [GO:0006805]; xenobiotic transport [GO:0042908],amino-acid betaine transmembrane transporter activity [GO:0015199]; antiporter activity [GO:0015297]; choline transmembrane transporter activity [GO:0015220]; identical protein binding [GO:0042802]; transmembrane transporter activity [GO:0022857]; xenobiotic transmembrane transporter activity [GO:0042910],2I68;3B5D;3B61;3B62;7JK8;7MGX;7MH6;7SFQ;7SSU;7SV9;7SVX;7T00;8UOZ;8UWU;,PF00893;
P23908,reviewed,ARGE_ECOLI,Acetylornithine deacetylase (AO) (Acetylornithinase) (EC 3.5.1.16) (N-acetylornithinase) (NAO),argE b3957 JW3929,Escherichia coli (strain K12),383,"PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; L-ornithine from N(2)-acetyl-L-ornithine (linear): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01108, ECO:0000305|PubMed:1551850}.",L-arginine biosynthetic process [GO:0006526],acetylornithine deacetylase activity [GO:0008777]; cobalt ion binding [GO:0050897]; zinc ion binding [GO:0008270],7RSF;8UW6;,PF07687;PF01546;
P23909,reviewed,MUTS_ECOLI,DNA mismatch repair protein MutS,mutS fdv b2733 JW2703,Escherichia coli (strain K12),853,,DNA damage response [GO:0006974]; mismatch repair [GO:0006298]; regulation of DNA recombination [GO:0000018],"adenine/cytosine mispair binding [GO:0032136]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; DNA binding, bending [GO:0008301]; identical protein binding [GO:0042802]; mismatched DNA binding [GO:0030983]",1E3M;1NG9;1OH5;1OH6;1OH7;1OH8;1W7A;1WB9;1WBB;1WBD;2OK2;2WTU;3K0S;3ZLJ;5AKB;5AKC;5AKD;6I5F;7AI5;7AI6;7AI7;7AIB;7AIC;7OTO;7OU0;7OU2;7OU4;,PF01624;PF05188;PF05192;PF05190;PF00488;
P23930,reviewed,LNT_ECOLI,Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269) (Copper homeostasis protein CutE),lnt cutE b0657 JW0654,Escherichia coli (strain K12),512,PATHWAY: Protein modification; lipoprotein biosynthesis (N-acyl transfer). {ECO:0000255|HAMAP-Rule:MF_01148}.,lipoprotein biosynthetic process [GO:0042158],N-acyltransferase activity [GO:0016410],5N6H;5N6L;5XHQ;6NWR;6Q3A;7ACI;8AQ3;8AQ4;8B0K;8B0L;8B0M;8B0N;8B0O;8B0P;8Q2P;8RQR;,PF00795;PF20154;
P24171,reviewed,DCP_ECOLI,Dipeptidyl carboxypeptidase (EC 3.4.15.5) (Peptidyl-dipeptidase Dcp),dcp b1538 JW1531,Escherichia coli (strain K12),681,,proteolysis [GO:0006508],carboxypeptidase activity [GO:0004180]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; peptidyl-dipeptidase activity [GO:0008241],1Y79;,PF01432;
P24173,reviewed,WAAC_ECOLI,Lipopolysaccharide heptosyltransferase 1 (EC 2.4.99.23) (ADP-heptose:lipopolysaccharide heptosyltransferase I) (ADP-heptose:LPS heptosyltransferase I) (Heptosyltransferase I),waaC rfa-2 rfaC yibC b3621 JW3596,Escherichia coli (strain K12),319,"PATHWAY: Bacterial outer membrane biogenesis; LPS core biosynthesis. {ECO:0000269|PubMed:11054112, ECO:0000269|PubMed:8478319}.",lipopolysaccharide core region biosynthetic process [GO:0009244],ADP-heptose-lipopolysaccharide heptosyltransferase activity [GO:0008713]; lipopolysaccharide heptosyltransferase activity [GO:0008920],,PF01075;
P24177,reviewed,ACRD_ECOLI,Probable aminoglycoside efflux pump (Acriflavine resistance protein D),acrD yffA b2470 JW2454,Escherichia coli (strain K12),1037,,bile acid and bile salt transport [GO:0015721]; response to antibiotic [GO:0046677]; response to toxic substance [GO:0009636]; xenobiotic detoxification by transmembrane export across the cell outer membrane [GO:0140330]; xenobiotic transport [GO:0042908],bile acid transmembrane transporter activity [GO:0015125]; efflux transmembrane transporter activity [GO:0015562]; xenobiotic transmembrane transporter activity [GO:0042910],8F3E;8F4N;8F4R;8F56;,PF00873;
P24182,reviewed,ACCC_ECOLI,Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A),accC fabG b3256 JW3224,Escherichia coli (strain K12),449,"PATHWAY: Lipid metabolism; malonyl-CoA biosynthesis; malonyl-CoA from acetyl-CoA: step 1/1. {ECO:0000305|PubMed:16793549, ECO:0000305|PubMed:19213731}.",fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]; negative regulation of fatty acid biosynthetic process [GO:0045717],acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803],1BNC;1DV1;1DV2;2GPS;2GPW;2J9G;2V58;2V59;2V5A;2VR1;2W6M;2W6N;2W6O;2W6P;2W6Q;2W6Z;2W70;2W71;3G8C;3G8D;3JZF;3JZI;3RUP;3RV3;3RV4;4HR7;6OI9;8UZ2;,PF02785;PF00289;PF02786;
P24183,reviewed,FDNG_ECOLI,"Formate dehydrogenase, nitrate-inducible, major subunit (EC 1.17.5.3) (Anaerobic formate dehydrogenase major subunit) (Formate dehydrogenase-N subunit alpha) (FDH-N subunit alpha)",fdnG b1474 JW1470,Escherichia coli (strain K12),1015,,anaerobic electron transport chain [GO:0019645]; anaerobic respiration [GO:0009061]; formate oxidation [GO:0015944]; heme oxidation [GO:0006788],"4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; formate dehydrogenase (cytochrome-c-553) activity [GO:0047111]; formate dehydrogenase (NAD+) activity [GO:0008863]; formate dehydrogenase (quinone) activity [GO:0036397]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; selenium binding [GO:0008430]",1KQF;1KQG;,PF04879;PF00384;PF01568;
P24186,reviewed,FOLD_ECOLI,Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)],folD ads b0529 JW0518,Escherichia coli (strain K12),288,PATHWAY: One-carbon metabolism; tetrahydrofolate interconversion. {ECO:0000255|HAMAP-Rule:MF_01576}.,L-histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; purine nucleotide biosynthetic process [GO:0006164]; tetrahydrofolate interconversion [GO:0035999],methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; protein homodimerization activity [GO:0042803],1B0A;5O22;5O28;5O2A;,PF00763;PF02882;
